Key,noTrim,profile,type,en-us,en-us-sfw
bookPaddy0,,,book,"If a Rice Paddy Fixture is added to your field, you will be able to plant and grow any of the several different types of Rice seeds during combat. Unlike other Fixtures, Rice Paddy Fixtures can ONLY be placed on the bottom row of your Field.",
bookPaddy1,,,book,"Paddy Crops grow just like regular Vegetables and do not regrow, but they do not rot, and a fresh Paddy Crop is much stronger than a Field Crop of the same Star Rating.",
bookPaddy2,,,book,"Paddy Crops will always inflict Recoil Damage, so attacks with Paddy Crops won't just hit your target, but will also hit all other enemies in the battle.",
bookRare,,,bname,"""Rare Crops"" by Dale McOneOfAKind \n A primer on rare and unique crops.",
bookRare0,,,book,"Certain crops are especially powerful, and can only be found in a few places. A certain fairy north of San Ambrosio might have one for you.",
bookRare1,,,book,"Keep an eye out for a peculiar fellow in Agrios Forest, a studious robot in a research lab, and a smooth talking pirate, as they just might have rare items for you, too!",
bookStun,,,bname,"""Stunning Enemies"" by Perry Alasis \n A primer on crops that can stun enemies.",
bookStun0,,,book,"When attacking with Bees or certain other crops, there is a chance that they will be stunned by the attack, preventing them from performing any actions for one or more turns.",
bookStun1,,,book,How likely a crop is to stun enemies is denoted by these symbols in the crop's description:,
bookFish,,,bname,"""Fishing and Lake Fixtures"" by Misty Waters \n Information on Lake Fixtures and the items that can be used on them.",
bookFish0,,,book,"If a Lake Fixture is added to your field, you will be able to place fishing rods, nets, and spears in them. Each item behaves differently, but all of them will give you fish. Like eggs, fish do not rot and cannot be composted.",
bookFish1,,,book,"The main difference between Fish and most other types of crops is their randomness - there is no set time from when a Lake item is placed and when a fish is caught, but the power of the item increases the odds of catching a fish on any given turn.",
bookFish2,,,book,"When placed, Fishing Rods and Fishing Nets will both randomly catch a fish after some number of turns. If a Fishing Rod does not catch any fish after its specified number of turns, it will break down. Fishing nets, however, will not go away until they catch a fish.",
bookFish3,,,book,Fishing Spears will either catch a fish or fail to do so on the same turn they are used. Lake Fixtures and all of their crops are immune to all elemental attack types.,
bookBees,,,bname,"""Beekeeping 101"" by Honey Boy \n A beginner's guide to raising bees.",
bookBees0,,,book,"Unlike most other Fixtures, Beehives can't be found in stores. Beehives are on trees all around the world, and if you find one, it will give you a Beehive Fixture as well as some bees to put in it.",
bookBees1,,,book,"Once a Beehive Fixture is placed, bees can be placed in it. Bees will produce honey after a random number of turns, which can be used for attacking or composting. When attacking with honey, there is a chance the enemy will become stunned.",
bookBees2,,,book,"Composting honey recovers much more health than other crops with similar Star Ratings. When attacking with honey, the bees will continue producing more honey, but composting it will clear out the Beehive, so more bees will need to be placed inside.",
bookBees3,,,book,"Like Mushroom Logs and Incubators, Beehives are susceptible to fire-based attacks and can be made unusable for several turns by them. Bees are very sensitive, so please do not use pesticides when working with them!!",
bookCows,,,bname,"""Cows"" by Boh Vyn. \n What is cows? Read this book to find out!",
bookCows0,,,book,"Cows are large Fixtures that can be placed on your Field. During combat, you can feed cows various seeds and Animal Feed. After a cow has been fed, you can compost to get Milk from it.",
bookCows1,,,book,"Milk recovers much more health than composting standard crops. You can feed a cow multiple times, which will increase the recovery power of its Milk once it is composted. Once fed, the cow remain ready until it is milked or until the end of the battle.",
bookTech,,,bname,"""What's Technology?"" by Lil' Willy Fences \n The premiere resource on Technology Fixtures.",
bookTech0,,,book,"Technology is an amazing thing. In fact, it's probably the best thing. Technology is great. You can use technology on your Field to make it a better Field that is good and better than a Field that does not have technology on it.",
bookTech1,,,book,"Are you tired of waiting 30 turns for the season to change? Sick of being at the whim of your foes messing with the laws of nature? Mess right back! With a Season Modulator, you can make this season be ANY season!",
bookTech2,,,book,"Farming is the WORST. You have to plant seeds, then you have to wait for them to grow, then you have to throw them! Seeds are too tiny to throw! But with a Seed Shooter, you can load it up with seeds and then fire them at all of your foes IN JUST ONE TURN!",
bookTech3,,,book,"Sick of planting ""fruits"" and ""vegetables"" in your Field? Wish you could plant batteries and apps instead? Place a Hotspot on your Field and you'll be able to plant up to four hip tech devices on it!",
bookTech4,,,book,"Finally, if you insist on doing things the old fashioned way, you can give your boring crops a veritable speed boost by placing Sprinklers on your Field! All crops in the 8 tile radius of a Sprinkler will grow much faster! German engineering! Made in China!",
bookTechs,,,bname,"""What's Hotspot?"" by Lil' Stevey Duties \n The premiere resource on Hotspot Crops.",
bookTechs0,,,book,"Hotspot Fixtures allow you to place Technology on your Field. Tech items do not rot, grow perfectly in every season, and are significantly more powerful than other crops with similar Star Ratings.",
bookTechs1,,,book,"Tech items vary greatly in their usage. Some regrow after being harvested, some get more powerful as they stay on the field, they can be big or small, and some can even be composted. Their only weakness is water, which will fry an entire Hotspot and all items on it for several turns.",
bookTips,,,bname,"""Advanced Farming Tips"" by Skumpy \n A guide to growing crops for more experienced farmers.",
bookTips0,,,book,"If you've gotten this far, you've probably gotten the hang of timing your harvests so you can attack with a large number of crops at once. The more crops you harvest in one turn, the more damage you will do, and the chance of recoil hitting other enemies will be higher.",
bookTips1,,,book,"However, don't forget that with certain weapons, you can also target enemy crops in addition to the enemies themselves with your attacks. If you see that a very powerful crop has been planted, it might be wise to take it out before it's ripe to avoid being hit by it.",
bookTips2,,,book,"It's also a good idea to keep a variety of different Fixtures on your Field. Stronger enemies will target your crops and may have elemental powers, which affect each Fixture differently. You don't want to have a Field full of Mushroom Logs when fighting someone with fire attacks!",
bookTips3,,,book,"Don't forget to keep buying new equipment! Buy the right stuff that suits your playstyle so you can fight more effectively. Make sure you are on the top of your Compost game, because all the power in the world won't help you if you don't have any way of recovering health!",
bookCard,,,bname,"""The WACG Card Game"" by cardBoy240 \n A beginner's guide to the hottest new card game sweeping the nation.",
bookCard0,,,book,"""Wow! Another Card Game!"" or WACG for short, is a collectable card game adored by techies in hip cities like Las Abejas. Like many other CCGs, the goal of the game is to assemble a good deck and use your cards to defeat your opponent.",
bookCard1,,,book,"This is mostly accomplished by spending lots of money on booster packs to get cards that aren't worthless, but some strategy is involved in the gameplay itself. There are three types of cards: Character Cards, Element Cards, and Effect Cards.",
bookCard2,,,book,"A player must have one Character Card on their field to play the game - if they do not have a Character Card in their hand or on the field, they will have to discard a card from their hand and draw a new card until they have a Character Card in their hand to place on the field.",
bookCard3,,,book,"Character Cards can be in Attack or Defense positions. When in the Attack Position, the player will do more damage when attacking, but be more vulnerable to attacks themselves. Likewise, when in the Defense Position, the player will take less damage when attacked.",
bookCard4,,,book,"Up to two Element Cards can be placed on the player's field at once. When in play, Element Cards affect the types of attack the player can perform. For example, with a Fire Element Card in play, a player's attacks will also inflict burn damage.",
bookCard5,,,book,"Up to three Effect Cards can be placed on the player's field. Each Effect Card has a different effect that lasts as long as the card is in play. For example, the ""Gobulin Shield"" card increases the player's defense and ""The Blue Winter"" ensures that it is always Winter.",
bookCard6,,,book,"Now that you've read this guide, you should have the knowledge to make fun of nerds playing this game in more detail than you would have previously! Have fun!",
bookMan,,,bname,"""The Food2 Manifesto"" by Beckett \n An official statement by the Chief Vice Communications Director of Food2 Co., Beckett.",
bookMan0,,,book,"When the very first human thought ""me hungry, me want food,"" it was already clear that we had failed as a species. To be ruled by such primal instincts like hunger puts us on the same tier as animals: the worthless tier.",
bookMan1,,,book,"But as mankind evolved, so too have our methods of solving the hunger issue. Food used to come from hunting and farming, but now we have reached a point where we can order food on our smartphones. An improvement, but not improvement enough.",
bookMan2,,,book,"Much has been done to speed up the process of acquiring food, but the task of eating it remains as wasteful and time consuming as ever. And don't get me started on COOKING. Who has time to put frozen waffles in a toaster and wait two minutes in THIS economy??",
bookMan3,,,book,"At Food2, we know we can do better, because we ARE better. I have a degree! When our founder saw people leaving work in the afternoon to ""eat"" ""lunch"" at his old job, he knew there was a problem that needed to be solved.",
bookMan4,,,book,"His solution? Food2: a proprietary meal replacement beverage that requires no preparation, no refrigeration, no need to leave the cubicle! Just shake, open, and drink! And yes, we are working very hard on getting rid of those ""shake"" and ""open"" steps.",
bookMan5,,,book,"Early experiments into Food2 revealed another flaw in human biology: taste buds. Apparently we evolved the ability to taste ""bitter"" foods to make sure we don't consume ""poison."" Come on, cavemen, just don't eat things if they're poisonous! DUH!",
bookMan6,,,book,"After several meetings, it was decided that making Food2 taste better was probably less expensive than giving everyone surgery to remove their taste buds, so the various flavors of Food2 we all know and love came to be!",
